"Data Source","World Development Indicators",

"Last Updated Date","2017-06-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Sudan","SDN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","9321521196.31941","9323608409.26751","9968414449.92661","9684616513.60073","9576105313.26003","10225085063.6265","9859523192.05264","9999930816.36486","10196251540.5041","10337913211.4384","10950442293.1335","11196533126.8699","10628758445.743","10695952951.8466","11920135693.7704","13793202216.7589","16091869674.9345","17093404114.2742","16079596585.8733","15272626059.4999","15505428248.4298","16658654344.3839","17651287989.0814","18015346102.8651","17112974212.4823","16038100844.4314","16906373314.0355","19310609152.6946","19246673305.7173","20965669470.294","19818836075.7381","21307411140.4784","22708983110.0303","23746499591.8242","23985443577.336","25423872772.0788","26928743519.7469","29774232838.9614","31057056882.6533","32021097643.6716","34053114158.2253","36266689312.9815","38597648770.0863","41583019314.8311","43197815735.7573","46433219017.4981","51106401194.5342","56994834761.4621","61441550872.0498","63433392297.3437","65634109236.7736","64342607849.351","64678192682.9882","67520612416.9246","69329767682.0853","72731117403.9639","",
"Senegal","SEN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3455022012.89422","3558446309.04904","3553598446.86512","3619854528.29003","3760447039.43928","3810543319.69139","3920163542.84369","3872345667.6432","4115946164.00746","3846181169.86204","4175492952.04288","4169628495.62541","4435784593.53428","4188124089.00309","4364057780.73355","4692918450.71948","5111550414.95346","4974412357.69983","4777727512.41079","5112248972.37818","4943000417.10946","5193586636.91459","5600922992.2439","5302595838.00946","5501218582.8289","5681849483.49614","5858744760.14576","6215798612.00344","6178974293.77446","6424764998.76849","6381356835.67546","6544453176.34408","6625777642.80341","6711964460.41859","6710801367.34434","7070733379.02116","7213005379.27164","7438342070.62665","7877105509.9596","8378077053.53171","8645056132.87523","9041078928.71939","9100280247.3726","9708472737.11248","10278435056.9553","10856351051.2802","11123587759.3737","11672924481.5817","12102782774.2128","12396054491.5212","12914130614.1816","13141563699.3387","13721261766.1859","14199477561.4362","14811624283.8817","15772186964.8538","",
"Singapore","SGP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","5580564723.13899","6034690135.68024","6464466446.64467","7109937660.43272","6848258159.14925","7368536853.68537","8169636963.69637","9173157315.73158","10422368903.557","11852805280.5281","13498643197.6531","15129446277.9611","17175944261.0928","19087275394.2061","20321818848.5515","21258452511.9179","22839383938.3939","24549174917.4918","26685735240.1907","29199413274.6608","32127172717.2718","35559589292.2626","38110084341.7676","41364869820.3154","45005207187.3855","44696002933.6267","45289402273.5607","50161129446.278","55736633663.3664","61412394572.7907","67580784745.1412","72099963329.6664","77210121012.1013","86118151815.1816","95526952695.2696","102240630729.74","109941327466.08","119056692335.9","116407407407.407","123502676934.36","134491382471.581","133210634396.773","138821048771.544","144978217821.782","158822442244.224","170716905023.836","185842757609.094","202775870920.425","206400733406.674","205155335533.553","236421782178.218","251097543087.642","260313164649.798","272484048404.841","281367070040.337","287017968463.513","",
"Solomon Islands","SLB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398981275.517423","422936824.403851","476609399.362712","495561573.999909","541122612.486089","585622328.612539","595022620.138628","586456236.405051","596917832.164409","594037102.634637","509282959.820657","468649490.727969","455527293.169134","485136575.5633","508900364.629339","536488836.756351","573756838.525823","615755846.356497","659440614.9676","628263103.759676","671585343.170686","758411086.592753","793757683.601737","817684610.807818","830010603.610951","861006850.218829","",
"Sierra Leone","SLE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","864335569.949544","879971776.828566","919931005.389279","935567212.268302","998112114.454301","1069778119.2462","1087964347.25208","1088359077.61684","1110343102.01411","1205004812.49265","1308882170.89184","1354246933.91725","1366438334.06661","1397273630.88642","1446175809.12851","1470315614.69864","1463711304.81156","1464394503.91681","1499632699.90462","1567285114.13395","1643196627.50883","1690544164.51326","1771381853.66566","1734133207.39595","1805111873.80974","1709236235.81328","1730363197.50246","1855490410.34206","1724121689.29871","1736707777.6081","1794887453.14381","1837102499.65831","1487815861.52011","1508266625.20098","1478894877.2183","1360586935.68649","1384449200.51889","1303083985.55031","1326344220.78968","1300092080.77615","1386583669.16078","1287577162.06983","1625805355.24369","1778344672.48129","1892470594.25724","1974461587.43227","2083567039.51583","2251467571.56044","2373039542.36763","2483374322.33001","2616610911.07222","2742474774.68472","3158830962.14543","3813207064.80465","3986966230.599","3165700198.25991","",
"El Salvador","SLV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7571167751.96232","8113349503.17651","8554460052.44381","8831341609.46782","9139150851.86866","9411250341.55906","9774360615.09035","10372310418.3219","10876578285.909","11456952622.9572","11791900286.2671","12387304011.5051","13227170870.1675","13931222202.3931","13348860135.7184","11777523405.7845","10546661893.5996","9881611171.2186","10033295260.314","10167435977.6377","10230127926.9888","10249503276.0952","10507133613.8695","10704400499.0547","10807397365.6997","11329563295.5046","11734755242.3975","12619947433.8916","13549977406.3464","14369800832.9661","15288975342.662","15549742437.197","16210037758.9246","16817707685.1036","17397766977.7435","17772280442.9264","18075997411.8554","18499124471.1327","18924611413.6183","19274818081.7541","19961544095.4165","20742429449.0965","21538890031.9524","21813344449.0965","21129922271.926","21418300000","21893108501.5425","22304908121.4191","22716943729.6166","23040719705.8175","23606383710.8859","",
"San Marino","SMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24045674131.5006","24629059461.7961","26398616216.105","27040223134.5098","23755758797.5644","25599017868.5148","26877103625.5498","28789621363.4826","30060802352.7929","32780256764.2151","34596422952.0809","36293152225.2341","38430368884.6748","40492805121.3899","39231060776.6224","39460357730.5224","40013381123.366","39607137113.7376","40625727367.813","39881747972.7617","40183938020.4789","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","244836409113.777","248473069241.263","263006755330.109","279569081544.602","294620367141.394","312430141405.938","317494737859.259","316417520637.441","326075444768.895","355173442995.482","390116778848.478","419113447292.374","430256634621.748","448941213028.763","484351250180.8","484192498129.013","509678928638.55","521708544016.623","520395461177.222","541324243502.686","563029457493.879","562378374978.712","563680047674.843","555459968614.559","567347407856.484","579865639789.686","577492198147.302","577927927238.537","603482843153.887","623231545306.065","638192740824.941","638578916587.27","629479094564.101","629185676014.605","641222367735.701","661955357124.491","696794974915.194","722069451816.492","740048798031.518","756352485526.644","783770808016.306","814691955556.195","838930147863.407","879860668812.069","982227720083.311","1036766474764.79","1109832378868.76","1188282207890.92","1252422727731.21","1288130246239.32","1357569063788.64","1416226382733.67","1468857868762.76","1538784996686.76","1609418428536.63","1657914854220.89","",
"South Sudan","SSD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14192832075.0773","14908383840.9088","15727363443.0995","14997563965.1164","8086368185.54746","9148086587.35648","9456710871.19987","8856230729.30291","",
"Sub-Saharan Africa","SSF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","244947285245.098","248576945808.28","263120013499.674","279694846263.449","294753728511.369","312559958335.867","317646497097.247","316570317553.324","326241168367.493","355336335683.937","390293789190.192","419321665584.367","430479454341.332","449186150665.204","484596545030.4","484447077599.005","509980060177.834","521986998231.549","520743156010.336","541732529058.768","563416256273.108","562729687999.909","564026903082.679","555800803970.288","567704470079.46","580265698889.715","577891587418.787","578345533655.017","603923128190.046","623721670191.885","638717471774.977","639118324381.15","630057742957.76","629800549911.741","641832170588.31","662559881015.044","697429204958.591","722780090447.759","740819555035.485","757137648168.782","784567710911.032","815470310050.26","839717810043.532","880601127156.197","982945896359.262","1037549641165.28","1110689436477.37","1189228926463.36","1253348294272.85","1289045546141.6","1358538874863","1417272721531.21","1469973452919.35","1539968108576.75","1610640745916.41","1659179960871.58","",
"Small states","SST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208877332190.608","218373925779.237","226660917684.795","236563815698.674","247478157805.605","267473932590.393","281831959351.904","309356036929.395","335988199031.113","357338962019.264","361352056495.259","387379922629.18","413001224173.03","426672027532.861","438975605204.306","450886069504.773","460954813184.138","",
"Sao Tome and Principe","STP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118428316.402523","122206100.723884","125110790.001701","133334913.632014","138444610.302697","148265553.162678","161780916.939382","167044628.799415","180719189.126982","185103945.100484","197454053.144483","206138480.63704","212615301.919311","222852291.540555","236686252.531421","246090401.160089","",
"Suriname","SUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","2760507982.29476","2661900018.83952","2930519030.65349","3153634024.23397","2963574795.71282","2809409926.33314","2816570659.75036","2759754344.76486","2675791082.6994","2571319407.11223","2523545781.76464","2434074754.6701","2089325910.99983","2272609655.19483","2523017433.29174","2510689030.05301","2580539157.61669","2575341225.08604","2388509970.83808","2466069067.21504","2493109230.16414","2524880847.59858","2669720431.28014","2711480231.85121","2687861676.4778","2686015459.07552","2808311822.31545","2929067669.55154","3105109163.1588","3392519059.66017","3547581434.52833","3683884388.31941","3872185689.69132","4032626084.2276","4154157281.28651","4368398047.64333","4598490709.26871","4739716685.29764","4874217614.84901","4964045021.37081","4949153847.02763","",
"Slovak Republic","SVK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40721540529.8013","41495790198.6755","44070824105.9603","46646100662.2517","49798046357.6159","52819564238.4106","54938586754.9669","54825924503.3113","55489413245.0331","57329701986.755","59922605298.0133","63169641059.6027","66491629139.0728","70980452980.1324","76980350993.3775","85293903311.2583","90095761589.404","85210280794.702","89506341721.8543","92029614569.5364","93554682119.2053","94949251655.6292","97390256953.6424","101121360264.901","",
"Slovenia","SVN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29974864238.4106","31028864635.7616","32615798807.947","33687433774.8344","35464228211.9205","36937920794.702","38027355099.3377","39486200529.8013","40608431125.8278","42375627019.8675","44071926490.0662","46564634304.6358","49796986225.1656","51440351655.6291","47429405165.5629","48016465430.4636","48328268476.8212","47028521456.9536","46517357748.3444","47962317218.543","49073433774.8344","",
"Sweden","SWE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","135793640095.871","143508806469.053","149620520762.957","157592149212.864","168342229456.357","174775348883.349","178429615633.696","184434660671.177","191144859018.187","200720546598.869","212848099590.704","214858761165.453","219776316989.247","228496999778.009","235804780839.403","241824553076.656","244383310426.639","240482320860.215","244694484245.578","254090761040.583","258410231356.226","259585559764.135","262826912951.786","267822302948.318","279149941644.121","285180623683.663","292855755948.665","302677678126.951","310423317058.619","318664456732.57","321069336926.812","317389963038.501","313712705972.945","307232604925.425","319791050988.553","332660423170.309","337709746791.537","347504960110.995","362193270898.37","378601179327.09","396529032258.064","402728407908.429","411079292403.746","420886576482.83","439071106486.299","451445577523.413","472609920221.991","488702046479.362","485979743322.927","460783350676.379","488379327089.837","501391744710.371","499956156781.131","506161637183.49","519343739160.597","540558723551.856","",
"Swaziland","SWZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","536616550.225009","610367176.14051","643475291.301413","701508218.292942","741799249.480228","844971987.359905","827063337.956814","835413305.35981","846500310.22377","872800612.631876","981456019.941499","1125155321.05295","1138348539.91858","1152035517.74591","1223021129.28634","1269403171.11469","1425088845.35253","1633245725.58346","1740547061.44105","1965270907.80059","2378331546.26232","2420199132.51339","2498279778.9976","2575879188.98688","2637718095.37359","2765005176.26374","2871238163.29768","2960327098.80033","3037415180.32585","3127045502.68876","3182086947.7809","3242468619.72885","3347648428.33169","3500133941.29447","3609097328.19078","3796477907.18457","3989129110.58538","4150842298.52612","4334451184.22263","4445837368.57634","4526397202.64438","4612480780.80136","4770593109.45803","4988776857.87208","5125892522.13828","5221603357.04189","",
"Sint Maarten (Dutch part)","SXM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","117996015.496283","112235123.924407","121672505.535006","134004747.605343","141936818.879032","140431478.00256","159946548.974313","160753862.325896","172895980.345911","172895980.345911","188235086.723801","218073690.539979","231830450.532942","252820811.451038","256114686.572972","264252487.613748","307266576.64788","288246078.631383","349215002.896053","404371209.9502","387191407.753007","355382941.035229","351410919.644009","345404444.17515","360986095.763491","401148461.470818","400439225.926256","418074999.070898","440637445.080708","489983652.945451","524260678.36111","538732506.955193","577313656.241428","613087761.58173","608191048.028002","603169565.089069","632830581.345593","708526965.617602","768067310.19775","782445580.840157","794294457.97491","776254738.028627","785669398.20425","739416038.787077","718339327.254204","783031253.312258","856684174.335502","945962968.234513","925654158.746992","915423405.095384","969936525.298729","1046438130.96225","1115610241.47237","1183102676.00985","1222346014.64363","1265101403.03841","",
"Syrian Arab Republic","SYR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2089939951.70206","2119151955.09999","2232740960.41821","2197029295.47761","2141863216.79766","2154847786.76298","2115907696.34924","2132140969.44362","2122392418.67013","2268440825.16507","2310626031.93245","2258691791.87005","2284658076.24205","2093183555.73919","2197044238.05691","2395003796.72602","2466393238.10268","2521507874.27877","2509666011.24724","1971566321.0769","1852332481.41292","1871650792.18187","1971720641.87343","2280861156.6978","2327593696.09462","2834840918.9922","2719132138.03532","2654177278.46846","3065106535.07565","3214828869.92383","3080498133.76201","3343422874.88921","3610944962.05134","3043671392.72094","3352204941.73449","3393656609.04142","3468808219.53809","3664913557.29045","3919682951.98766","3892917388.43263","3858672132.83035","4308521325.94343","4674366911.82481","5362511643.5076","7165890624.73454","8407921034.68586","8462426392.92879","8739274636.73703","9006057733.52815","9385905829.95638","10657705536.4978","10666537555.594","11614000868.1864","12275999075.9554","13123041176.3602","13359255854.7014","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","257065652028.474","228166565312.259","227854501806.857","240995685156.951","264767685246.39","290898195309.537","312941004246.17","309996550513.122","318296465051.44","352446531866.962","397288772402.671","423318109752.234","444941551416.408","482000532429.048","502745049487.658","535314392754.834","553666067239.709","596731102227.98","651202737863.074","697784136903.612","751150174710.088","794934686341.458","842949753731.19","904972600868.214","990577187938.431","1062045579312.12","1135625899737.42","1235713861632.74","1353672219175.02","1434085111695.43","1511791681836.93","1631782823908.37","1807326727272.84","2003938977340.25","2219767922926.11","2436017272809.53","2653857132950.44","2840891755498.03","2890950438552.14","3067748813225.16","3298274210594.42","3519813774442","3796699979627.51","4128209462076.3","4496703763657.5","4933310069527.92","5464367441647.83","6135834416419.07","6650478131148.71","7160079487747.8","7859352828112.86","8525353428310.96","9165968800617.39","9826613135739.72","10490995450038.9","11171637872015.1","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2731700143430.51","2691373517449.73","2545355341841.46","2305792414497.73","2197843607649.56","2003710820470.49","1997782383901.03","2015230557382.45","2080264230862.29","2063122247583.62","2114164410705.79","2271777540779.55","2330484368664.01","2445261614367.71","2599112880562.73","2799212017502.27","2979842032950.44","3211711343466.47","3453419932696.72","3602678644827.35","3421537144938.5","3592843278279.73","3780711350668.17","3879483922175.92","3972540443576.81","4042931096247.11","4057823710576.03","",
"Togo","TGO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","551677358.594516","618812727.224191","642164571.232773","674270836.512755","770597244.1579","889729364.225828","973441500.867496","1026984400.30633","1078576931.95576","1195396179.45215","1225571596.8311","1225571596.8311","1319023361.98946","1369640672.47232","1435833339.63889","1470875443.63811","1440700101.63734","1540959651.63655","1711165340.73355","1622736719.75554","1859282339.1104","1797643669.85664","1733244837.26307","1639406826.81256","1730484975.43599","1826622971.01486","1855602423.20758","1865069004.98452","1988953784.79479","2069705739.73807","2064662774.71294","2050210806.54709","1968598335.16247","1671422126.76474","1921841515.26526","2072625977.95603","2255767595.65452","2580087820.14977","2520748984.98985","2583307708.87565","2563068019.81933","2521371868.52752","2498121012.08473","2621887861.20628","2677447377.50821","2709052152.60689","2818834121.81118","2883398217.58234","2947567674.93768","3051036045.03104","3172945644.5585","3327904819.97373","3488321264.18983","3626730618.31805","3839682314.56077","4045715351.06074","",
"Thailand","THA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15640039520.5274","16478681321.2598","17723522837.9166","19141374674.4431","20448921240.3065","22121982764.2946","24582504388.6341","26700528623.837","28869217718.3237","30760341982.7645","34269466128.7502","35947084581.3924","37485083484.8534","41322218946.3522","43167773949.1126","45313387242.1459","49539681264.9782","54416101577.1867","60018645469.7684","63242706968.395","66514594346.5318","70443523477.7016","74213906526.4864","78358161327.2215","82865659903.9198","86716626292.7322","91515375037.3398","100226674189.074","113544908985.654","127386607913.042","141612078625.26","153731608960.332","166158331427.294","179868127004.917","194252009985.84","210025781833.697","221897224397.99","215787083333.308","199314472180.963","208427724541.188","217714588705.385","225213209853.866","239061299460.763","256248205097.28","272364394116.505","283770565333.111","297868050989.676","314057455297.115","319477044016.926","317118409570.784","340923571200.889","343765791175.471","368623355242.115","378583990657.959","381679418683.633","392474592367.69","",
"Tajikistan","TJK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","6236082981.16176","6454345877.58857","6376893724.17974","7263282021.62651","6791168642.01824","6750421655.20268","6271141778.69189","4452510596.68266","3722298865.73334","2929449281.29069","2566197559.47514","2137642598.6982","2173982433.08981","2289203518.73461","2373904041.4456","2570938100.91492","2833173814.25923","3139156583.89701","3484463717.4761","3843363539.94587","4100868784.0261","4387929676.60756","4730188250.37713","5103873019.56461","5297820244.95672","5642178579.58438","6059699759.65267","6514177191.26575","6996226340.54257","7464921079.82827","7912816344.61796","",
"Turkmenistan","TKM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","9505676773.02965","10553546665.6782","10104459535.7441","13679877891.7139","13049883507.5037","11096839691.0073","11263292305.6718","9314758452.22201","8644092030.71642","9223245519.13359","8171795508.9546","8751993018.19032","10196071822.1891","10753701529.1433","11220825732.1485","11249683443.3515","11617416308.6071","12198334457.7675","13789041600.9069","15301298963.195","16993515438.4036","19491562207.8489","20680547524.915","22583157894.7368","25902882088.9745","28778101990.8921","31713468423.1438","34979955661.3867","37253652747.7258","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","768382324088.636","818319932437.269","857239181809.225","877943648435.885","943292197802.002","991171352254.897","1030344804114.84","1075136762883.76","1159946611857.57","1232057009205.3","1314008689669.1","1401496054864.36","1503322856602.2","1635444260174.58","1743380103572.61","1810312393721.46","1922120992451.16","2012994091231.31","2088261730097.51","2225718025736.09","2368878034149.89","2368767904288.7","2346970591993.09","2279400701370.23","2367511193310.39","2454681280252.48","2568505365847.36","2657971283712.89","2677688095242.57","2712441210430.76","2726321384252.09","2836398034977.33","2923998383127.39","3045565668217","3186746728347.84","3239926371775.79","3348142985098.59","3520611134951.13","3591283388259.23","3587253855685.78","3723547893175.98","3749451681228.88","3759971852806.89","3819546421864.74","4062554044833.4","4246221603525.84","4475324061549.43","4740431633444.19","4935768182933.91","4850027108951.56","5141393541823.4","5374920842351.7","5532571706776.12","5689187739558.58","5741318466513.8","5727423942170.39","",
"Timor-Leste","TLS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473168800","556000000","647000000","604000000","590000000","593000000","630000000","594000000","662000000","756000000","854000000","943000000","1019000000","1078000000","1109000000","1174000000","1224482000","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","199498771847.985","212150298331.282","231276906827.391","258663872982.31","289535730912.997","315969933720.027","340988914465.582","387338455258.779","409730861111.536","435470020698.981","446061032061.922","517058538553.651","519977595777.741","495564619526.446","480914274849.248","447855210342.361","441868176493.605","501324574230.476","530632586847.642","525992085666.196","543633162340.465","529470626809.794","536684444914.275","532293747975.155","544008416365.265","613957725858.941","602195842679.795","630570493301.902","641466142532.61","651554787818.79","668493317109.465","711548118261.066","736984477970.577","786121416327.077","824135833233.976","859839446089.96","885029367852.081","916661992664.492","939433604455.145","1015543448236.12","1065465913127.02","1127494008132.05","1199468615093.7","1245490682978.31","1283235553202.9","1354032869496.53","1345471149762.39","1352023699247.05","1373944573929.98","1413430607292.38","","",
"Tonga","TON","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","206014741.617874","215782447.303599","220060124.393042","223885631.904234","238569089.261976","243623559.191041","250897276.234171","246175710.522125","247135566.38129","242083889.437267","257613425.263547","258262573.786811","267916551.081647","281185190.016932","291622428.116748","291652219.957187","291268454.012577","299187497.599441","310801072.398985","321274570.304599","332846201.328788","344225802.381458","351484084.507256","350248899.122712","355790426.443174","352900617.920528","338199569.657","348665521.603029","356684132.656626","369435481.362435","379751592.110989","383129242.020835","371151991.169082","378815109.126643","392854758.932516","",
"South Asia (IDA & IBRD)","TSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","179717293088.72","187114462919.511","193332755251.3","203702677376.243","219382705066.257","217263535835.532","219450199919.253","233462404470.562","243702398667.757","258098162226.686","272867742057.044","274999250901.224","270617502339.265","280807562864.142","287164050391.68","308063543518.345","315542702934.828","335762455901.143","356058590066.72","345347003612.934","367787149784.437","391140116886.357","405877678402.947","433268820306.186","451291202616.007","475666030688.183","498543877073.023","519363171881.367","563767086093.772","594554695033.12","626793253794.615","638769917519.18","675315676734.493","705060636538.396","747804085179.124","799809517781.515","854630145855.618","887032607785.322","936666923822.535","1009410303774.5","1050558019809.9","1095859849673.38","1136569448216.42","1218906654667.52","1310862269700.85","1426043948015.07","1549650087335.08","1674769723097.43","1739807592769.95","1872279209417.12","2041822177030.66","2170735757735.69","2291014646324.01","2432578449088.62","2597712616488.15","2790256798647.21","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","244947285245.098","248576945808.281","263120013499.674","279694846263.449","294753728511.369","312559958335.867","317646497097.247","316570317553.324","326241168367.493","355336335683.937","390293789190.192","419321665584.368","430479454341.333","449186150665.204","484596545030.4","484447077599.005","509980060177.834","521986998231.549","520743156010.336","541732529058.768","563416256273.108","562729687999.909","564026903082.679","555800803970.288","567704470079.46","580265698889.715","577891587418.787","578345533655.017","603923128190.046","623721670191.885","638717471774.977","639118324381.151","630057742957.76","629800549911.742","641832170588.31","662559881015.044","697429204958.591","722780090447.759","740819555035.485","757137648168.782","784567710911.033","815470310050.26","839717810043.532","880601127156.197","982945896359.262","1037549641165.28","1110689436477.37","1189228926463.35","1253348294272.85","1289045546141.6","1358538874863","1417272721531.21","1469973452919.36","1539968108576.75","1610640745916.41","1659179960871.58","",
"Trinidad and Tobago","TTO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4275559984.97523","4875723369.89356","5009438286.30364","5290197126.56465","5693865606.25553","5733372508.8388","5965965200.97432","6087820894.29777","6405309787.74796","6580218398.45883","6812739398.50659","6883614534.41533","7281511366.54349","7402124228.04106","7683967670.62111","7797533899.91496","8296977553.50474","9053810550.95357","9960683284.24948","10319205204.4799","10209242962.9907","10639636877.0923","11044926491.1004","9905818874.36156","9336144372.24169","8951372695.80988","8657604107.2167","8262694155.74716","7938993517.04261","7873336116.79828","7992098767.24022","8206450868.03787","8071273867.53485","7953959542.0983","8237589855.65374","8563441643.2113","9166455283.46274","9871166781.33511","10672298054.2888","11528704602.7956","12400244892.3938","12917152086.8173","13942348941.8823","15955821613.0323","17224244593.4512","18293696732.9071","20709938763.5846","21694528592.531","22430064525.9668","21445251799.8021","22157948396.2042","22092725493.4615","22378600710.7753","22972510517.9854","22840206028.743","22708070510.7513","",
"Tunisia","TUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","5059838759.25667","5234649503.98211","5243127148.24647","5788922453.54199","6063769805.78455","6346925527.45564","7017173396.67458","8262210702.80844","8208122677.09934","8870910716.78077","9505721950.53794","10254473662.1489","10604263588.0956","11287228377.8119","12028519491.407","12920884029.6213","13633350985.0496","13566038004.7506","14201188696.3812","15017592776.3029","15865872502.4452","15636295165.5722","16684141330.1663","16696180452.7036","16987812491.2673","18338312910.4373","19054340645.5219","20541670811.7927","20991498253.4582","21658694425.0384","22168035419.8687","23752181151.3204","25044523892.6925","26242594452.9831","27831487634.4837","29142311722.7889","30248607447.2544","30648664524.242","32089890945.9271","34090950398.2115","35279543593.6845","37129671719.9944","39620931745.1446","41299978412.7428","42556922174.0953","44050929160.2627","43206394562.4454","44933641993.5628","46279699806.8998","47607058831.5676","48080578882.8235","",
"Turkey","TUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","83621875373.0805","84588602275.963","89301395841.2025","97397733221.2788","102714730841.881","105614911550.529","117457316283.466","123015995802.414","131354015080.837","136714763720.734","141135447885.866","148992027111.535","160055859666.049","165277417214.922","174523819957.452","187044355477.143","206611401397.972","213649969622.946","216860985507.686","215507526689.617","210233302334.749","220443595390.031","228298502905.694","239647405863.287","255732577448.113","266579054557.615","285271660806.361","312331214995.536","319579600434.154","320507161263.815","350205824913.032","352728284092.231","370490392798.116","398837595257.122","380219268587.274","410173957282.4","440443419097.513","473818739954.383","484755488023.219","468441798306.903","500176178702.912","471678758495.679","500752280629.47","527118216719.32","576471281250.617","624904195440.393","667981899522.268","699167161504.164","703773547723.808","669810311108.701","731144536446.484","795285991687.842","812205388686.568","846257175525.225","871815142612.985","906443161883.44","",
